date,salinity,precip_in
2021-04-02,,0.0
2021-04-03,,0.0
2021-04-04,,0.0
2021-04-05,,0.0
2021-04-06,,0.0
2021-04-07,,0.0
2021-04-08,,0.0
2021-04-09,,0.01
2021-04-10,,0.01
2021-04-11,,0.42
2021-04-12,,0.49
2021-04-13,,0.06
2021-04-14,,0.0
2021-04-15,,0.83
2021-04-16,,0.04
2021-04-17,,0.0
2021-04-18,,0.0
2021-04-19,,0.0
2021-04-20,,0.0
2021-04-21,,0.11
2021-04-22,,0.0
2021-04-23,,0.0
2021-04-24,,0.0
2021-04-25,,0.59
2021-04-26,,0.0
2021-04-27,,0.0
2021-04-28,,0.05
2021-04-29,,0.02
2021-04-30,,0.03
2021-05-01,,0.0
2021-05-02,,0.0
2021-05-03,,0.58
2021-05-04,,0.23
2021-05-05,,0.31
2021-05-06,,0.0
2021-05-07,,0.0
2021-05-08,,0.05
2021-05-09,,0.47
2021-05-10,,0.03
2021-05-11,,0.0
2021-05-12,,0.0
2021-05-13,,0.0
2021-05-14,,0.0
2021-05-15,,0.0
2021-05-16,,0.01
2021-05-17,,0.0
2021-05-18,,0.0
2021-05-19,,0.0
2021-05-20,,0.0
2021-05-21,,0.0
2021-05-22,,0.0
2021-05-23,,0.0
2021-05-24,,0.0
2021-05-25,,0.0
2021-05-26,,0.07
2021-05-27,,0.02
2021-05-28,,1.22
2021-05-29,,0.46
2021-05-30,,0.89
2021-05-31,,0.02
2021-06-01,,0.0
2021-06-02,,0.0
2021-06-03,,0.38
2021-06-04,,0.39
2021-06-05,,0.0
2021-06-06,,0.0
2021-06-07,,0.07
2021-06-08,,0.47
2021-06-09,,0.01
2021-06-10,,0.0
2021-06-11,,0.0
2021-06-12,,0.0
2021-06-13,,0.01
2021-06-14,,0.22
2021-06-15,,0.0
2021-06-16,,0.0
2021-06-17,,0.0
2021-06-18,,0.0
2021-06-19,,0.14
2021-06-20,,0.0
2021-06-21,,0.0
2021-06-22,,0.24
2021-06-23,,0.0
2021-06-24,,0.0
2021-06-25,,0.0
2021-06-26,,0.04
2021-06-27,,0.0
2021-06-28,,0.0
2021-06-29,,0.0
2021-06-30,,0.65
2021-07-01,,0.9
2021-07-02,,0.67
2021-07-03,,0.34
2021-07-04,,0.0
2021-07-05,,0.0
2021-07-06,,0.55
2021-07-07,,0.0
2021-07-08,,2.27
2021-07-09,,2.06
2021-07-10,,0.27
2021-07-11,,0.01
2021-07-12,,1.42
2021-07-13,,0.0
2021-07-14,,0.0
2021-07-15,,0.0
2021-07-16,,0.0
2021-07-17,,0.62
2021-07-18,,0.03
2021-07-19,,0.01
2021-07-20,,0.0
2021-07-21,,0.05
2021-07-22,,0.0
2021-07-23,,0.01
2021-07-24,,0.0
2021-07-25,,0.49
2021-07-26,,0.78
2021-07-27,,0.0
2021-07-28,,0.14
2021-07-29,,0.47
2021-07-30,,0.0
2021-07-31,,0.0
2021-08-01,,0.04
2021-08-02,,0.0
2021-08-03,,0.0
2021-08-04,,0.0
2021-08-05,,0.0
2021-08-06,,0.0
2021-08-07,,0.0
2021-08-08,,0.21
2021-08-09,,0.0
2021-08-10,,0.83
2021-08-11,,0.18
2021-08-12,,0.0
2021-08-13,,0.0
2021-08-14,,0.0
2021-08-15,,0.0
2021-08-16,,0.0
2021-08-17,,0.0
2021-08-18,,0.0
2021-08-19,,0.2
2021-08-20,,0.0
2021-08-21,,4.45
2021-08-22,,2.67
2021-08-23,,1.07
2021-08-24,,0.0
2021-08-25,,0.0
2021-08-26,,0.0
2021-08-27,,0.67
2021-08-28,,0.0
2021-08-29,,0.0
2021-08-30,,0.0
2021-08-31,,0.0
2021-09-01,,7.13
2021-09-02,,0.1
2021-09-03,,0.0
2021-09-04,,0.0
2021-09-05,,0.02
2021-09-06,,0.0
2021-09-07,,0.0
2021-09-08,,0.0
2021-09-09,,0.26
2021-09-10,,0.0
2021-09-11,,0.0
2021-09-12,,0.0
2021-09-13,,0.12
2021-09-14,,0.0
2021-09-15,,0.0
2021-09-16,,0.0
2021-09-17,18.338461538461537,0.0
2021-09-18,17.314736842105265,0.0
2021-09-19,17.451041666666665,0.0
2021-09-20,18.777083333333334,0.0
2021-09-21,19.476842105263156,0.09
2021-09-22,19.45684210526316,0.01
2021-09-23,20.908333333333335,1.37
2021-09-24,18.61263157894737,0.66
2021-09-25,15.01157894736842,0.0
2021-09-26,13.178125,0.0
2021-09-27,12.133684210526317,0.0
2021-09-28,11.566666666666668,0.27
2021-09-29,13.8,0.0
2021-09-30,14.680208333333333,0.0
2021-10-01,15.109375,0.0
2021-10-02,15.057894736842105,0.0
2021-10-03,17.017708333333335,0.0
2021-10-04,19.954166666666666,0.15
2021-10-05,19.45625,0.0
2021-10-06,18.479166666666668,0.0
2021-10-07,17.99473684210526,0.0
2021-10-08,18.0,0.0
2021-10-09,18.964583333333334,0.0
2021-10-10,19.59375,0.11
2021-10-11,18.742708333333333,0.0
2021-10-12,17.440625,0.0
2021-10-13,16.573958333333334,0.0
2021-10-14,17.230208333333334,0.0
2021-10-15,17.796875,0.0
2021-10-16,19.476041666666667,0.25
2021-10-17,18.625,0.0
2021-10-18,15.939583333333333,0.0
2021-10-19,15.863541666666668,0.0
2021-10-20,16.32659574468085,0.0
2021-10-21,18.354736842105265,0.0
2021-10-22,17.861052631578946,0.0
2021-10-23,16.778125,0.01
2021-10-24,15.99578947368421,0.03
2021-10-25,15.6,0.23
2021-10-26,16.409375,3.3
2021-10-27,10.92127659574468,0.16
2021-10-28,9.713541666666666,0.0
2021-10-29,9.037894736842105,0.41
2021-10-30,12.8,0.57
2021-10-31,8.793750000000001,0.04
2021-11-01,9.643749999999999,0.0
2021-11-02,12.81578947368421,0.0
2021-11-03,15.461458333333333,0.0
2021-11-04,16.188541666666666,0.0
2021-11-05,16.994791666666668,0.0
2021-11-06,17.390625,0.0
2021-11-07,16.961458333333333,0.0
2021-11-08,17.082291666666666,0.0
2021-11-09,15.885416666666666,0.0
2021-11-10,14.623958333333334,0.0
2021-11-11,14.466666666666667,0.01
2021-11-12,16.246315789473684,0.48
2021-11-13,14.403125000000001,0.33
2021-11-14,10.712631578947368,0.02
2021-11-15,11.15578947368421,0.0
2021-11-16,10.386315789473684,0.0
2021-11-17,11.696875,0.0
2021-11-18,13.990526315789472,0.09
2021-11-19,12.247916666666667,0.01
2021-11-20,13.101041666666667,0.0
2021-11-21,15.023958333333333,0.01
2021-11-22,14.11157894736842,0.04
2021-11-23,12.770833333333334,0.0
2021-11-24,13.066666666666668,0.0
2021-11-25,14.564583333333333,0.01
2021-11-26,15.762105263157896,0.12
2021-11-27,10.934375000000001,0.0
2021-11-28,15.767368421052632,0.0
2021-11-29,15.530208333333334,0.0
2021-11-30,15.8,0.0
2021-12-01,17.034375,0.0
2021-12-02,20.03578947368421,0.04
2021-12-03,19.218947368421052,0.0
2021-12-04,17.786458333333332,0.0
2021-12-05,19.214583333333334,0.0
2021-12-06,19.517708333333335,0.42
2021-12-07,16.645833333333332,0.0
2021-12-08,16.70315789473684,0.04
2021-12-09,15.991666666666667,0.0
2021-12-10,15.988541666666668,0.0
2021-12-11,13.92222222222222,0.17
2021-12-12,9.445454545454545,0.0
2021-12-13,11.928125,0.0
2021-12-14,11.184375000000001,0.0
2021-12-15,14.480208333333332,0.0
2021-12-16,14.586458333333333,0.0
2021-12-17,14.142105263157895,0.0
2021-12-18,14.230208333333332,0.06
2021-12-19,13.028205128205128,0.02
2021-12-20,15.266666666666667,0.0
2021-12-21,14.835416666666667,0.0
2021-12-22,15.48354430379747,0.12
2021-12-23,13.498958333333334,0.0
2021-12-24,14.150526315789474,0.03
2021-12-25,14.50897435897436,0.16
2021-12-26,14.222033898305085,0.0
2021-12-27,14.341666666666667,0.09
2021-12-28,14.345454545454546,0.05
2021-12-29,12.838461538461539,0.14
2021-12-30,,0.05
2021-12-31,,0.0
2022-01-01,,0.79
2022-01-02,,0.04
2022-01-03,,0.0
2022-01-04,17.23793103448276,0.0
2022-01-05,16.262162162162163,0.23
2022-01-06,14.048,0.0
2022-01-07,13.587037037037037,0.38
2022-01-08,11.9375,0.0
2022-01-09,13.0625,0.1
2022-01-10,12.651219512195123,0.0
2022-01-11,13.391379310344828,0.0
2022-01-12,17.238235294117647,0.0
2022-01-13,16.854320987654322,0.0
2022-01-14,18.06973684210526,0.0
2022-01-15,16.816666666666666,0.0
2022-01-16,18.07,0.37
2022-01-17,23.017391304347825,1.16
2022-01-18,17.310714285714287,0.0
2022-01-19,19.37473684210526,0.0
2022-01-20,20.389473684210525,0.3
2022-01-21,19.945833333333333,0.0
2022-01-22,21.368750000000002,0.0
2022-01-23,22.339583333333334,0.02
2022-01-24,22.00421052631579,0.0
2022-01-25,21.783157894736842,0.0
2022-01-26,19.13684210526316,0.0
2022-01-27,19.893684210526317,0.0
2022-01-28,22.08020833333333,0.13
2022-01-29,22.253125,0.77
2022-01-30,23.1125,0.0
2022-01-31,22.0,0.0
2022-02-01,23.820833333333336,0.0
2022-02-02,24.469791666666666,0.0
2022-02-03,23.71875,0.42
2022-02-04,22.48421052631579,0.72
2022-02-05,19.407526881720432,0.0
2022-02-06,19.691666666666666,0.0
2022-02-07,19.957291666666666,0.15
2022-02-08,18.03125,0.07
2022-02-09,16.071875000000002,0.0
2022-02-10,16.760416666666668,0.0
2022-02-11,17.909375,0.0
2022-02-12,17.542708333333334,0.0
2022-02-13,17.068421052631578,0.23
2022-02-14,16.657291666666666,0.0
2022-02-15,17.693749999999998,0.0
2022-02-16,20.7494623655914,0.0
2022-02-17,22.112631578947365,0.31
2022-02-18,21.782105263157895,0.33
2022-02-19,18.009473684210526,0.0
2022-02-20,14.164583333333333,0.0
2022-02-21,16.865624999999998,0.0
2022-02-22,16.673958333333335,0.26
2022-02-23,16.534375,0.0
2022-02-24,11.87263157894737,0.0
2022-02-25,12.796875,0.74
2022-02-26,11.76063829787234,0.0
2022-02-27,14.138947368421054,0.0
2022-02-28,14.402105263157896,0.0
2022-03-01,19.037499999999998,0.0
2022-03-02,19.86315789473684,0.0
2022-03-03,16.4,0.03
2022-03-04,16.014736842105265,0.0
2022-03-05,17.675789473684212,0.0
2022-03-06,17.932291666666668,0.06
2022-03-07,15.932978723404256,0.03
2022-03-08,10.421875,0.0
2022-03-09,10.478125,0.56
2022-03-10,10.724210526315789,0.0
2022-03-11,10.115625,0.0
2022-03-12,10.722105263157895,0.5
2022-03-13,5.6125,0.0
2022-03-14,11.539583333333333,0.0
2022-03-15,16.092222222222222,0.0
2022-03-16,16.410526315789475,0.0
2022-03-17,18.693421052631578,0.08
2022-03-18,17.777922077922078,0.0
2022-03-19,18.48589743589744,0.05
2022-03-20,17.681707317073172,0.0
2022-03-21,13.079746835443038,0.0
2022-03-22,11.813924050632911,0.0
2022-03-23,12.86547619047619,0.06
2022-03-24,14.09135802469136,0.93
2022-03-25,12.39625,0.02
2022-03-26,11.851162790697675,0.0
2022-03-27,10.05,0.0
2022-03-28,9.917721518987342,0.0
2022-03-29,12.74878048780488,0.0
2022-03-30,16.948148148148146,0.0
2022-03-31,20.14938271604938,0.07
2022-04-01,19.419999999999998,0.28
2022-04-02,13.177922077922078,0.0
2022-04-03,10.2,0.12
2022-04-04,12.434883720930234,0.0
2022-04-05,11.994047619047619,0.04
2022-04-06,12.64367816091954,0.45
2022-04-07,13.625301204819278,1.12
2022-04-08,9.886666666666667,0.03
2022-04-09,4.836904761904762,0.05
2022-04-10,4.547058823529412,0.0
2022-04-11,5.553409090909091,0.0
2022-04-12,6.123595505617978,0.07
2022-04-13,8.422784810126583,0.0
2022-04-14,11.039506172839507,0.06
2022-04-15,13.492405063291141,0.0
2022-04-16,16.485365853658536,0.2
2022-04-17,14.73,0.0
2022-04-18,14.615116279069769,0.85
2022-04-19,15.609090909090908,1.24
2022-04-20,10.564,0.0
2022-04-21,9.191549295774648,0.0
2022-04-22,5.45,0.0
2022-04-23,,0.0
2022-04-24,7.353947368421053,0.0
2022-04-25,9.562222222222223,0.0
2022-04-26,11.77126436781609,0.02
2022-04-27,9.946739130434782,0.0
2022-04-28,10.111827956989247,0.0
2022-04-29,14.512195121951219,0.0
2022-04-30,8.214634146341464,0.0
2022-05-01,8.33578947368421,0.0
2022-05-02,8.477083333333333,0.23
2022-05-03,7.761458333333334,0.0
2022-05-04,4.9,0.08
2022-05-05,6.819791666666667,0.0
2022-05-06,7.035416666666666,0.69
2022-05-07,7.702127659574468,0.92
2022-05-08,7.463541666666667,0.0
2022-05-09,6.776829268292683,0.0
2022-05-10,,0.0
2022-05-11,,0.0
2022-05-12,,0.0
2022-05-13,,0.03
2022-05-14,,0.22
2022-05-15,,0.1
2022-05-16,,0.12
2022-05-17,,0.0
2022-05-18,,0.01
2022-05-19,,0.73
2022-05-20,,0.4
2022-05-21,,0.0
2022-05-22,,0.0
2022-05-23,,0.0
2022-05-24,,0.0
2022-05-25,,0.0
2022-05-26,,0.0
2022-05-27,,0.27
2022-05-28,,0.72
2022-05-29,,0.0
2022-05-30,,0.0
2022-05-31,,0.0
2022-06-01,,0.71
2022-06-02,,0.45
2022-06-03,,0.0
2022-06-04,,0.0
2022-06-05,,0.0
2022-06-06,,0.0
2022-06-07,,0.08
2022-06-08,,0.03
2022-06-09,,0.83
2022-06-10,,0.0
2022-06-11,,0.0
2022-06-12,,0.05
2022-06-13,,0.0
2022-06-14,,0.0
2022-06-15,,0.0
2022-06-16,,0.32
2022-06-17,,0.0
2022-06-18,,0.0
2022-06-19,,0.0
2022-06-20,,0.0
2022-06-21,,0.06
2022-06-22,,0.02
2022-06-23,,0.08
2022-06-24,,0.0
2022-06-25,,0.0
2022-06-26,,0.0
2022-06-27,,0.29
2022-06-28,,0.0
2022-06-29,,0.0
2022-06-30,,0.0
2022-07-01,,0.0
2022-07-02,,0.0
2022-07-03,,0.0
2022-07-04,,0.0
2022-07-05,,0.09
2022-07-06,,0.0
2022-07-07,,0.0
2022-07-08,,0.24
2022-07-09,,0.0
2022-07-10,,0.0
2022-07-11,,0.0
2022-07-12,,0.0
2022-07-13,,0.0
2022-07-14,,0.0
2022-07-15,,0.0
2022-07-16,,1.11
2022-07-17,,0.0
2022-07-18,,1.85
2022-07-19,,0.0
2022-07-20,,0.0
2022-07-21,,0.16
2022-07-22,,0.0
2022-07-23,,0.0
2022-07-24,,0.0
2022-07-25,,0.98
2022-07-26,,0.0
2022-07-27,,0.0
2022-07-28,,0.02
2022-07-29,,0.1
2022-07-30,,0.0
2022-07-31,,0.0
2022-08-01,,0.48
2022-08-02,,0.0
2022-08-03,,0.0
2022-08-04,,0.0
2022-08-05,,0.0
2022-08-06,,0.0
2022-08-07,,0.16
2022-08-08,,0.0
2022-08-09,,0.03
2022-08-10,23.650000000000002,0.0
2022-08-11,26.02553191489362,0.11
2022-08-12,25.743617021276595,0.0
2022-08-13,26.159139784946237,0.0
2022-08-14,26.55473684210526,0.0
2022-08-15,26.433962264150942,0.0
2022-08-16,,0.0
2022-08-17,26.707692307692305,0.34
2022-08-18,24.806250000000002,0.0
2022-08-19,23.432291666666668,0.0
2022-08-20,23.769791666666666,0.0
2022-08-21,24.195774647887323,0.0
2022-08-22,24.121875,0.23
2022-08-23,23.141666666666666,0.0
2022-08-24,23.167708333333334,0.0
2022-08-25,22.907291666666666,0.0
2022-08-26,23.8,0.24
2022-08-27,23.394791666666666,0.0
2022-08-28,23.92888888888889,0.0
2022-08-29,23.925,0.0
2022-08-30,24.243956043956043,0.12
2022-08-31,23.750526315789475,0.0
2022-09-01,22.52753623188406,0.0
2022-09-02,,0.0
2022-09-03,,0.0
2022-09-04,,0.0
2022-09-05,,0.06
2022-09-06,,0.78
2022-09-07,,0.0
2022-09-08,,0.0
2022-09-09,,0.0
2022-09-10,,0.0
2022-09-11,,0.32
2022-09-12,,0.81
2022-09-13,,0.41
2022-09-14,,0.0
2022-09-15,,0.0
2022-09-16,,0.0
2022-09-17,,0.0
2022-09-18,,0.0
2022-09-19,,0.14
2022-09-20,,0.0
2022-09-21,,0.0
2022-09-22,,0.47
2022-09-23,,0.0
2022-09-24,,0.0
2022-09-25,,1.11
2022-09-26,,0.0
2022-09-27,,0.0
2022-09-28,,0.0
2022-09-29,,0.0
2022-09-30,,0.0
2022-10-01,,0.59
2022-10-02,,0.0
2022-10-03,,0.47
2022-10-04,,1.85
2022-10-05,,0.37
2022-10-06,,0.0
2022-10-07,,0.0
2022-10-08,,0.03
2022-10-09,,0.0
2022-10-10,,0.0
2022-10-11,,0.0
2022-10-12,,0.0
2022-10-13,,0.8
2022-10-14,,0.19
2022-10-15,,0.0
2022-10-16,,0.0
2022-10-17,,0.14
2022-10-18,,0.0
2022-10-19,,0.0
2022-10-20,,0.0
2022-10-21,,0.0
2022-10-22,,0.0
2022-10-23,,0.02
2022-10-24,,0.52
2022-10-25,,0.0
2022-10-26,,0.0
2022-10-27,,0.0
2022-10-28,,0.0
2022-10-29,,0.0
2022-10-30,,0.0
2022-10-31,,0.1
2022-11-01,,0.08
2022-11-02,,0.0
2022-11-03,,0.0
2022-11-04,,0.0
2022-11-05,,0.0
2022-11-06,,0.0
2022-11-07,,0.0
2022-11-08,,0.0
2022-11-09,,0.0
2022-11-10,,0.0
2022-11-11,,0.89
2022-11-12,,0.08
2022-11-13,,0.04
2022-11-14,,0.0
2022-11-15,,0.56
2022-11-16,,0.28
2022-11-17,,0.0
2022-11-18,,0.0
2022-11-19,,0.0
2022-11-20,,0.0
2022-11-21,,0.0
2022-11-22,,0.0
2022-11-23,,0.0
2022-11-24,,0.0
2022-11-25,,0.02
2022-11-26,,0.0
2022-11-27,,0.7
2022-11-28,,0.0
2022-11-29,,0.0
2022-11-30,,0.5
2022-12-01,,0.0
2022-12-02,,0.0
2022-12-03,,0.49
2022-12-04,,0.0
2022-12-05,,0.0
2022-12-06,,1.05
2022-12-07,,0.26
2022-12-08,,0.0
2022-12-09,,0.0
2022-12-10,,0.0
2022-12-11,,0.32
2022-12-12,,0.01
2022-12-13,,0.0
2022-12-14,,0.0
2022-12-15,,0.51
2022-12-16,,0.85
2022-12-17,,0.0
2022-12-18,,0.0
2022-12-19,,0.0
2022-12-20,,0.0
2022-12-21,,0.0
2022-12-22,,0.23
2022-12-23,,1.83
2022-12-24,,0.0
2022-12-25,,0.0
2022-12-26,,0.0
2022-12-27,,0.0
2022-12-28,,0.0
2022-12-29,,0.0
2022-12-30,,0.0
2022-12-31,,0.28
2023-01-01,,0.0
2023-01-02,,0.02
2023-01-03,,0.42
2023-01-04,,0.02
2023-01-05,,0.01
2023-01-06,,0.27
2023-01-07,,0.0
2023-01-08,,0.0
2023-01-09,,0.01
2023-01-10,,0.0
2023-01-11,,0.0
2023-01-12,,0.3
2023-01-13,,0.09
2023-01-14,,0.0
2023-01-15,,0.0
2023-01-16,,0.0
2023-01-17,,0.0
2023-01-18,,0.05
2023-01-19,,0.87
2023-01-20,,0.0
2023-01-21,,0.0
2023-01-22,,0.51
2023-01-23,,0.41
2023-01-24,,0.0
2023-01-25,,0.9
2023-01-26,,0.44
2023-01-27,,0.0
2023-01-28,,0.0
2023-01-29,,0.0
2023-01-30,,0.0
2023-01-31,,0.06
2023-02-01,,0.02
2023-02-02,,0.0
2023-02-03,,0.0
2023-02-04,,0.0
2023-02-05,,0.0
2023-02-06,,0.0
2023-02-07,,0.02
2023-02-08,,0.0
2023-02-09,,0.0
2023-02-10,,0.0
2023-02-11,,0.0
2023-02-12,,0.01
2023-02-13,19.12857142857143,0.0
2023-02-14,16.426041666666666,0.0
2023-02-15,17.075,0.0
2023-02-16,17.061458333333334,0.07
2023-02-17,18.455434782608698,0.18
2023-02-18,17.602083333333333,0.0
2023-02-19,21.37263157894737,0.0
2023-02-20,21.882291666666664,0.0
2023-02-21,21.609574468085107,0.27
2023-02-22,21.0,0.14
2023-02-23,20.996739130434783,0.02
2023-02-24,18.592307692307692,0.0
2023-02-25,16.569148936170212,0.0
2023-02-26,17.097894736842104,0.0
2023-02-27,15.885263157894736,0.21
2023-02-28,19.43191489361702,0.34
2023-03-01,14.203125,0.0
2023-03-02,16.068421052631578,0.0
2023-03-03,14.503157894736841,0.15
2023-03-04,18.363541666666666,0.99
2023-03-05,16.075,0.0
2023-03-06,15.363218390804597,0.0
2023-03-07,18.608421052631577,0.06
2023-03-08,17.8625,0.0
2023-03-09,20.33473684210526,0.0
2023-03-10,17.3,0.36
2023-03-11,20.96,0.4
2023-03-12,20.458333333333332,0.0
2023-03-13,20.063541666666666,0.67
2023-03-14,15.44,0.13
2023-03-15,11.50625,0.0
2023-03-16,17.290526315789474,0.0
2023-03-17,17.099999999999998,0.0
2023-03-18,17.24,0.02
2023-03-19,15.636458333333332,0.0
2023-03-20,16.289583333333333,0.0
2023-03-21,17.253125,0.0
2023-03-22,17.08842105263158,0.0
2023-03-23,17.7625,0.09
2023-03-24,15.852083333333333,0.0
2023-03-25,14.456842105263158,0.15
2023-03-26,11.58842105263158,0.0
2023-03-27,9.906382978723405,0.29
2023-03-28,10.77340425531915,0.0
2023-03-29,10.022916666666667,0.0
2023-03-30,10.046875,0.01
2023-03-31,12.261458333333332,0.0
2023-04-01,12.963541666666666,0.38
2023-04-02,9.758333333333333,0.0
2023-04-03,15.090526315789473,0.0
2023-04-04,15.169791666666667,0.0
2023-04-05,17.158947368421053,0.0
2023-04-06,17.852631578947367,0.0
2023-04-07,16.32,0.0
2023-04-08,14.98842105263158,0.0
2023-04-09,15.648958333333333,0.0
2023-04-10,9.9,0.0
2023-04-11,13.7875,0.0
2023-04-12,13.794565217391304,0.0
2023-04-13,15.020212765957448,0.0
2023-04-14,13.802083333333334,0.0
2023-04-15,14.806315789473683,0.02
2023-04-16,15.686315789473685,0.0
2023-04-17,17.716666666666665,0.0
2023-04-18,18.41157894736842,0.0
2023-04-19,17.521052631578947,0.0
2023-04-20,17.382291666666667,0.0
2023-04-21,18.446875000000002,0.0
2023-04-22,19.609375,0.68
2023-04-23,18.117894736842107,1.51
2023-04-24,13.791666666666666,0.0
2023-04-25,11.840625000000001,0.0
2023-04-26,10.188172043010752,0.0
2023-04-27,9.825000000000001,0.0
2023-04-28,10.738947368421053,0.33
2023-04-29,13.251578947368422,2.46
2023-04-30,11.615625,2.32
2023-05-01,10.262500000000001,0.09
2023-05-02,9.146315789473684,0.25
2023-05-03,9.353125,0.0
2023-05-04,11.479166666666666,0.05
2023-05-05,11.81875,0.0
2023-05-06,11.592631578947367,0.0
2023-05-07,12.032291666666666,0.02
2023-05-08,13.151612903225805,0.0
2023-05-09,11.609615384615385,0.0
2023-05-10,12.079166666666666,0.0
2023-05-11,7.1,0.0
2023-05-12,13.455208333333333,0.0
2023-05-13,13.883333333333333,0.0
2023-05-14,14.578125,0.0
2023-05-15,15.178723404255319,0.0
2023-05-16,17.379166666666666,0.0
2023-05-17,18.063541666666666,0.0
2023-05-18,19.34375,0.0
2023-05-19,20.026041666666668,0.0
2023-05-20,19.900000000000002,0.77
2023-05-21,18.431182795698923,0.02
2023-05-22,18.024210526315787,0.0
2023-05-23,18.764583333333334,0.0
2023-05-24,18.06595744680851,0.08
2023-05-25,15.834375,0.0
2023-05-26,16.410526315789475,0.0
2023-05-27,15.495833333333332,0.0
2023-05-28,16.303124999999998,0.0
2023-05-29,18.217021276595744,0.0
2023-05-30,19.538541666666667,0.0
2023-05-31,18.152083333333334,0.0
2023-06-01,19.178947368421053,0.0
2023-06-02,20.82391304347826,0.24
2023-06-03,22.147368421052633,0.0
2023-06-04,22.617708333333336,0.0
2023-06-05,22.44148936170213,0.0
2023-06-06,22.666315789473686,0.0
2023-06-07,22.54375,0.0
2023-06-08,22.860416666666666,0.0
2023-06-09,22.813541666666666,0.0
2023-06-10,22.310638297872337,0.0
2023-06-11,22.7,0.01
2023-06-12,22.559375,0.3
2023-06-13,22.675,0.0
2023-06-14,22.572916666666668,0.14
2023-06-15,22.742708333333336,0.0
2023-06-16,22.690425531914894,0.23
2023-06-17,22.650000000000002,0.0
2023-06-18,21.769791666666666,0.0
2023-06-19,22.102083333333336,0.0
2023-06-20,22.329166666666666,0.0
2023-06-21,22.23229166666667,0.0
2023-06-22,21.792708333333334,0.0
2023-06-23,20.978125000000002,0.04
2023-06-24,21.18421052631579,0.07
2023-06-25,20.966666666666665,0.0
2023-06-26,20.967708333333334,0.51
2023-06-27,20.283333333333335,0.08
2023-06-28,19.121739130434783,0.0
2023-06-29,19.29574468085106,0.0
2023-06-30,19.711458333333333,0.0
2023-07-01,21.151041666666668,0.0
2023-07-02,22.52,0.58
2023-07-03,22.14421052631579,0.45
2023-07-04,21.605208333333334,0.63
2023-07-05,20.925263157894737,0.0
2023-07-06,20.599999999999998,0.0
2023-07-07,20.715384615384615,0.0
2023-07-08,20.401041666666668,0.0
2023-07-09,19.92,0.98
2023-07-10,18.210416666666667,0.0
2023-07-11,15.184782608695652,0.0
2023-07-12,14.7,0.0
2023-07-13,13.31875,0.0
2023-07-14,13.178125,0.48
2023-07-15,12.093684210526316,0.04
2023-07-16,13.048958333333333,1.32
2023-07-17,11.149450549450549,0.0
2023-07-18,10.74,0.22
2023-07-19,10.7875,0.0
2023-07-20,10.598958333333334,0.0
2023-07-21,12.046875,0.15
2023-07-22,12.408333333333333,0.0
2023-07-23,13.254166666666668,0.0
2023-07-24,13.145263157894737,0.0
2023-07-25,14.498958333333334,0.28
2023-07-26,14.236458333333333,0.0
2023-07-27,15.377083333333333,0.15
2023-07-28,15.851612903225806,0.0
2023-07-29,17.28723404255319,0.06
2023-07-30,18.41263157894737,0.0
2023-07-31,19.682105263157894,0.0
2023-08-01,19.863829787234042,0.0
2023-08-02,20.627173913043478,0.0
2023-08-03,21.566315789473688,0.0
2023-08-04,22.128421052631577,0.0
2023-08-05,21.167708333333334,0.0
2023-08-06,19.732291666666665,0.0
2023-08-07,19.295833333333334,1.12
2023-08-08,19.204347826086956,0.01
2023-08-09,15.76,0.0
2023-08-10,16.444791666666667,0.48
2023-08-11,16.11894736842105,0.0
2023-08-12,18.2,0.0
2023-08-13,16.131249999999998,0.69
2023-08-14,16.514583333333334,0.02
2023-08-15,17.709473684210526,0.77
2023-08-16,17.8875,1.33
2023-08-17,18.056250000000002,0.0
2023-08-18,17.664210526315788,0.77
2023-08-19,16.022916666666667,0.0
2023-08-20,16.290625000000002,0.0
2023-08-21,15.981052631578947,0.0
2023-08-22,16.094791666666666,0.0
2023-08-23,16.926041666666666,0.0
2023-08-24,16.927083333333332,0.14
2023-08-25,17.24615384615385,0.44
2023-08-26,17.567708333333332,0.52
2023-08-27,17.035416666666666,0.0
2023-08-28,18.323958333333334,0.0
2023-08-29,20.053684210526313,0.0
2023-08-30,20.52021276595745,0.27
2023-08-31,19.31505376344086,0.0
2023-09-01,20.103157894736842,0.0
2023-09-02,20.451041666666665,0.0
2023-09-03,19.607291666666665,0.0
2023-09-04,19.557291666666668,0.0
2023-09-05,19.483333333333334,0.0
2023-09-06,19.014583333333334,0.0
2023-09-07,18.357291666666665,0.0
2023-09-08,17.770526315789475,0.1
2023-09-09,16.573118279569893,0.02
2023-09-10,16.545263157894738,1.8
2023-09-11,16.650000000000002,1.66
2023-09-12,19.1,0.0
2023-09-13,18.589473684210525,0.22
2023-09-14,18.497802197802198,0.0
2023-09-15,19.2625,0.0
2023-09-16,20.337500000000002,0.0
2023-09-17,20.297894736842103,0.21
2023-09-18,20.342105263157894,1.34
2023-09-19,19.504255319148935,0.0
2023-09-20,18.524210526315787,0.0
2023-09-21,17.979166666666668,0.0
2023-09-22,18.170833333333334,0.0
2023-09-23,19.484375,0.96
2023-09-24,18.413684210526316,1.25
2023-09-25,16.979347826086954,0.59
2023-09-26,17.66,0.2
2023-09-27,18.377083333333335,0.0
2023-09-28,18.873958333333334,0.38
